Ready Processes,Processes in CPU,Blocked processes,Completed processes,Accounted For, Number of CPUs,Exiting at simulation time
22, 2, 0, 1,25, 2, 10000
21, 2, 0, 7,30, 2, 10000
11, 2, 0, 3,16, 2, 10000
16, 2, 0, 5,23, 2, 10000
10, 2, 0, 6,18, 2, 10000
17, 2, 0, 2,21, 2, 10000
15, 2, 0, 4,21, 2, 10000
19, 2, 0, 5,26, 2, 10000
25, 2, 0, 8,35, 2, 10000
12, 2, 0, 8,22, 2, 10000
20, 2, 0, 6,28, 2, 10000
16, 2, 0, 4,22, 2, 10000
15, 2, 0, 5,22, 2, 10000
16, 2, 0, 10,28, 2, 10000
17, 2, 0, 6,25, 2, 10000
20, 2, 0, 5,27, 2, 10000
17, 2, 0, 3,22, 2, 10000
22, 2, 0, 1,25, 2, 10000
16, 2, 0, 7,25, 2, 10000
16, 2, 0, 8,26, 2, 10000
18, 2, 0, 3,23, 2, 10000
15, 2, 0, 4,21, 2, 10000
13, 2, 0, 2,17, 2, 10000
10, 2, 0, 7,19, 2, 10000
13, 2, 0, 4,19, 2, 10000
20, 2, 0, 7,29, 2, 10000
18, 2, 0, 5,25, 2, 10000
9, 2, 0, 6,17, 2, 10000
11, 2, 0, 4,17, 2, 10000
12, 2, 0, 5,19, 2, 10000
17, 2, 0, 5,24, 2, 10000
11, 2, 0, 3,16, 2, 10000
16, 2, 0, 2,20, 2, 10000
24, 2, 0, 5,31, 2, 10000
18, 2, 0, 7,27, 2, 10000
22, 2, 0, 3,27, 2, 10000
18, 2, 0, 4,24, 2, 10000
15, 2, 0, 6,23, 2, 10000
7, 2, 0, 2,11, 2, 10000
14, 2, 0, 1,17, 2, 10000
15, 2, 0, 6,23, 2, 10000
14, 2, 0, 3,19, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 5,23, 2, 10000
9, 2, 0, 8,19, 2, 10000
7, 2, 0, 4,13, 2, 10000
9, 2, 0, 3,14, 2, 10000
20, 2, 0, 5,27, 2, 10000
21, 2, 0, 9,32, 2, 10000
21, 2, 0, 5,28, 2, 10000
11, 2, 0, 5,18, 2, 10000
22, 2, 0, 3,27, 2, 10000
11, 2, 0, 3,16, 2, 10000
20, 2, 0, 2,24, 2, 10000
7, 2, 0, 6,15, 2, 10000
9, 2, 0, 2,13, 2, 10000
16, 2, 0, 6,24, 2, 10000
19, 2, 0, 6,27, 2, 10000
11, 2, 0, 5,18, 2, 10000
18, 2, 0, 6,26, 2, 10000
12, 2, 0, 7,21, 2, 10000
13, 2, 0, 0,15, 2, 10000
16, 2, 0, 6,24, 2, 10000
22, 2, 0, 2,26, 2, 10000
17, 2, 0, 11,30, 2, 10000
12, 2, 0, 6,20, 2, 10000
14, 2, 0, 10,26, 2, 10000
23, 2, 0, 5,30, 2, 10000
20, 2, 0, 5,27, 2, 10000
13, 2, 0, 7,22, 2, 10000
15, 2, 0, 5,22, 2, 10000
10, 2, 0, 8,20, 2, 10000
12, 2, 0, 2,16, 2, 10000
16, 2, 0, 7,25, 2, 10000
21, 2, 0, 3,26, 2, 10000
12, 2, 0, 5,19, 2, 10000
14, 2, 0, 4,20, 2, 10000
23, 2, 0, 8,33, 2, 10000
17, 2, 0, 5,24, 2, 10000
22, 2, 0, 2,26, 2, 10000
11, 2, 0, 5,18, 2, 10000
17, 2, 0, 4,23, 2, 10000
15, 2, 0, 3,20, 2, 10000
17, 2, 0, 1,20, 2, 10000
16, 2, 0, 9,27, 2, 10000
18, 2, 0, 8,28, 2, 10000
22, 2, 0, 3,27, 2, 10000
17, 2, 0, 5,24, 2, 10000
13, 2, 0, 5,20, 2, 10000
13, 2, 0, 10,25, 2, 10000
19, 2, 0, 11,32, 2, 10000
17, 2, 0, 5,24, 2, 10000
17, 2, 0, 6,25, 2, 10000
11, 2, 0, 0,13, 2, 10000
15, 2, 0, 3,20, 2, 10000
16, 2, 0, 1,19, 2, 10000
21, 2, 0, 6,29, 2, 10000
19, 2, 0, 1,22, 2, 10000
19, 2, 0, 7,28, 2, 10000
16, 2, 0, 5,23, 2, 10000
19, 2, 0, 2,23, 2, 10000
18, 2, 0, 7,27, 2, 10000
13, 2, 0, 2,17, 2, 10000
20, 2, 0, 7,29, 2, 10000
14, 2, 0, 3,19, 2, 10000
11, 2, 0, 7,20, 2, 10000
14, 2, 0, 6,22, 2, 10000
11, 2, 0, 6,19, 2, 10000
8, 2, 0, 6,16, 2, 10000
23, 2, 0, 5,30, 2, 10000
17, 2, 0, 6,25, 2, 10000
13, 2, 0, 7,22, 2, 10000
18, 2, 0, 3,23, 2, 10000
11, 2, 0, 4,17, 2, 10000
12, 2, 0, 2,16, 2, 10000
17, 2, 0, 3,22, 2, 10000
16, 2, 0, 4,22, 2, 10000
12, 2, 0, 11,25, 2, 10000
20, 2, 0, 8,30, 2, 10000
23, 2, 0, 5,30, 2, 10000
11, 2, 0, 2,15, 2, 10000
11, 2, 0, 7,20, 2, 10000
19, 2, 0, 7,28, 2, 10000
12, 2, 0, 9,23, 2, 10000
10, 2, 0, 7,19, 2, 10000
14, 2, 0, 1,17, 2, 10000
20, 2, 0, 7,29, 2, 10000
18, 2, 0, 7,27, 2, 10000
13, 2, 0, 3,18, 2, 10000
24, 2, 0, 7,33, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 6,17, 2, 10000
25, 2, 0, 2,29, 2, 10000
14, 2, 0, 2,18, 2, 10000
11, 2, 0, 5,18, 2, 10000
20, 2, 0, 11,33, 2, 10000
15, 2, 0, 5,22, 2, 10000
15, 2, 0, 4,21, 2, 10000
21, 2, 0, 4,27, 2, 10000
15, 2, 0, 3,20, 2, 10000
11, 2, 0, 6,19, 2, 10000
17, 2, 0, 5,24, 2, 10000
14, 2, 0, 7,23, 2, 10000
17, 2, 0, 3,22, 2, 10000
10, 2, 0, 3,15, 2, 10000
14, 2, 0, 6,22, 2, 10000
11, 2, 0, 4,17, 2, 10000
19, 2, 0, 6,27, 2, 10000
18, 2, 0, 11,31, 2, 10000
10, 2, 0, 1,13, 2, 10000
17, 2, 0, 8,27, 2, 10000
10, 2, 0, 5,17, 2, 10000
23, 2, 0, 3,28, 2, 10000
14, 2, 0, 2,18, 2, 10000
14, 2, 0, 5,21, 2, 10000
13, 2, 0, 3,18, 2, 10000
7, 2, 0, 4,13, 2, 10000
20, 2, 0, 3,25, 2, 10000
20, 2, 0, 6,28, 2, 10000
13, 2, 0, 6,21, 2, 10000
13, 2, 0, 5,20, 2, 10000
16, 2, 0, 3,21, 2, 10000
14, 2, 0, 5,21, 2, 10000
11, 2, 0, 3,16, 2, 10000
17, 2, 0, 6,25, 2, 10000
12, 2, 0, 3,17, 2, 10000
24, 2, 0, 5,31, 2, 10000
11, 2, 0, 1,14, 2, 10000
18, 2, 0, 5,25, 2, 10000
12, 2, 0, 6,20, 2, 10000
15, 2, 0, 12,29, 2, 10000
13, 2, 0, 6,21, 2, 10000
15, 2, 0, 5,22, 2, 10000
13, 2, 0, 3,18, 2, 10000
15, 2, 0, 4,21, 2, 10000
15, 2, 0, 3,20, 2, 10000
8, 2, 0, 4,14, 2, 10000
21, 2, 0, 1,24, 2, 10000
17, 2, 0, 3,22, 2, 10000
12, 2, 0, 5,19, 2, 10000
16, 2, 0, 3,21, 2, 10000
22, 2, 0, 4,28, 2, 10000
18, 2, 0, 2,22, 2, 10000
16, 2, 0, 9,27, 2, 10000
13, 2, 0, 7,22, 2, 10000
18, 2, 0, 4,24, 2, 10000
21, 2, 0, 8,31, 2, 10000
25, 2, 0, 7,34, 2, 10000
11, 2, 0, 6,19, 2, 10000
19, 2, 0, 2,23, 2, 10000
16, 2, 0, 4,22, 2, 10000
19, 2, 0, 4,25, 2, 10000
13, 2, 0, 4,19, 2, 10000
15, 2, 0, 6,23, 2, 10000
9, 2, 0, 3,14, 2, 10000
14, 2, 0, 6,22, 2, 10000
5, 2, 0, 10,17, 2, 10000
12, 2, 0, 6,20, 2, 10000
21, 2, 0, 5,28, 2, 10000
15, 2, 0, 7,24, 2, 10000
11, 2, 0, 5,18, 2, 10000
12, 2, 0, 7,21, 2, 10000
10, 2, 0, 7,19, 2, 10000
14, 2, 0, 3,19, 2, 10000
18, 2, 0, 6,26, 2, 10000
18, 2, 0, 5,25, 2, 10000
18, 2, 0, 7,27, 2, 10000
12, 2, 0, 5,19, 2, 10000
20, 2, 0, 6,28, 2, 10000
7, 2, 0, 4,13, 2, 10000
23, 2, 0, 3,28, 2, 10000
17, 2, 0, 3,22, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 5,23, 2, 10000
18, 2, 0, 3,23, 2, 10000
10, 2, 0, 7,19, 2, 10000
11, 2, 0, 2,15, 2, 10000
24, 2, 0, 6,32, 2, 10000
14, 2, 0, 9,25, 2, 10000
14, 2, 0, 2,18, 2, 10000
14, 2, 0, 4,20, 2, 10000
16, 2, 0, 7,25, 2, 10000
12, 2, 0, 0,14, 2, 10000
9, 2, 0, 5,16, 2, 10000
13, 2, 0, 6,21, 2, 10000
17, 2, 0, 6,25, 2, 10000
12, 2, 0, 5,19, 2, 10000
12, 2, 0, 7,21, 2, 10000
14, 2, 0, 4,20, 2, 10000
17, 2, 0, 2,21, 2, 10000
15, 2, 0, 6,23, 2, 10000
20, 2, 0, 1,23, 2, 10000
12, 2, 0, 3,17, 2, 10000
18, 2, 0, 7,27, 2, 10000
15, 2, 0, 5,22, 2, 10000
13, 2, 0, 2,17, 2, 10000
16, 2, 0, 6,24, 2, 10000
17, 2, 0, 3,22, 2, 10000
12, 2, 0, 8,22, 2, 10000
17, 2, 0, 7,26, 2, 10000
13, 2, 0, 3,18, 2, 10000
10, 2, 0, 6,18, 2, 10000
11, 2, 0, 5,18, 2, 10000
19, 2, 0, 4,25, 2, 10000
11, 2, 0, 8,21, 2, 10000
17, 2, 0, 4,23, 2, 10000
20, 2, 0, 5,27, 2, 10000
15, 2, 0, 9,26, 2, 10000
16, 2, 0, 6,24, 2, 10000
17, 2, 0, 7,26, 2, 10000
16, 2, 0, 4,22, 2, 10000
14, 2, 0, 3,19, 2, 10000
8, 2, 0, 6,16, 2, 10000
6, 2, 0, 5,13, 2, 10000
14, 2, 0, 6,22, 2, 10000
13, 2, 0, 5,20, 2, 10000
13, 2, 0, 3,18, 2, 10000
18, 2, 0, 7,27, 2, 10000
21, 2, 0, 4,27, 2, 10000
18, 2, 0, 8,28, 2, 10000
20, 2, 0, 1,23, 2, 10000
17, 2, 0, 5,24, 2, 10000
10, 2, 0, 4,16, 2, 10000
15, 2, 0, 8,25, 2, 10000
9, 2, 0, 4,15, 2, 10000
8, 2, 0, 6,16, 2, 10000
9, 2, 0, 5,16, 2, 10000
17, 2, 0, 5,24, 2, 10000
18, 2, 0, 8,28, 2, 10000
18, 2, 0, 5,25, 2, 10000
11, 2, 0, 7,20, 2, 10000
12, 2, 0, 5,19, 2, 10000
17, 2, 0, 8,27, 2, 10000
13, 2, 0, 7,22, 2, 10000
17, 2, 0, 4,23, 2, 10000
18, 2, 0, 7,27, 2, 10000
16, 2, 0, 5,23, 2, 10000
29, 2, 0, 4,35, 2, 10000
14, 2, 0, 5,21, 2, 10000
13, 2, 0, 5,20, 2, 10000
6, 2, 0, 7,15, 2, 10000
19, 2, 0, 3,24, 2, 10000
12, 2, 0, 5,19, 2, 10000
21, 2, 0, 2,25, 2, 10000
12, 2, 0, 3,17, 2, 10000
13, 2, 0, 7,22, 2, 10000
13, 2, 0, 5,20, 2, 10000
17, 2, 0, 8,27, 2, 10000
17, 2, 0, 7,26, 2, 10000
12, 2, 0, 6,20, 2, 10000
17, 2, 0, 2,21, 2, 10000
15, 2, 0, 2,19, 2, 10000
21, 2, 0, 4,27, 2, 10000
19, 2, 0, 8,29, 2, 10000
20, 2, 0, 4,26, 2, 10000
14, 2, 0, 5,21, 2, 10000
14, 2, 0, 4,20, 2, 10000
14, 2, 0, 4,20, 2, 10000
20, 2, 0, 3,25, 2, 10000
8, 2, 0, 1,11, 2, 10000
8, 2, 0, 3,13, 2, 10000
20, 2, 0, 4,26, 2, 10000
18, 2, 0, 6,26, 2, 10000
23, 2, 0, 6,31, 2, 10000
12, 2, 0, 5,19, 2, 10000
19, 2, 0, 5,26, 2, 10000
14, 2, 0, 5,21, 2, 10000
11, 2, 0, 6,19, 2, 10000
14, 2, 0, 3,19, 2, 10000
17, 2, 0, 2,21, 2, 10000
6, 2, 0, 3,11, 2, 10000
16, 2, 0, 3,21, 2, 10000
18, 2, 0, 2,22, 2, 10000
14, 2, 0, 2,18, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 9,27, 2, 10000
12, 2, 0, 5,19, 2, 10000
18, 2, 0, 3,23, 2, 10000
13, 2, 0, 6,21, 2, 10000
13, 2, 0, 9,24, 2, 10000
10, 2, 0, 3,15, 2, 10000
26, 2, 0, 4,32, 2, 10000
17, 2, 0, 2,21, 2, 10000
14, 2, 0, 4,20, 2, 10000
18, 2, 0, 1,21, 2, 10000
19, 2, 0, 4,25, 2, 10000
16, 2, 0, 3,21, 2, 10000
12, 2, 0, 2,16, 2, 10000
12, 2, 0, 4,18, 2, 10000
10, 2, 0, 5,17, 2, 10000
8, 2, 0, 8,18, 2, 10000
19, 2, 0, 4,25, 2, 10000
12, 2, 0, 2,16, 2, 10000
25, 2, 0, 3,30, 2, 10000
15, 2, 0, 6,23, 2, 10000
21, 2, 0, 5,28, 2, 10000
3, 2, 0, 2,7, 2, 10000
14, 2, 0, 3,19, 2, 10000
14, 2, 0, 2,18, 2, 10000
17, 2, 0, 3,22, 2, 10000
20, 2, 0, 7,29, 2, 10000
20, 2, 0, 4,26, 2, 10000
17, 2, 0, 2,21, 2, 10000
14, 2, 0, 6,22, 2, 10000
18, 2, 0, 4,24, 2, 10000
19, 2, 0, 9,30, 2, 10000
19, 2, 0, 6,27, 2, 10000
16, 2, 0, 5,23, 2, 10000
18, 2, 0, 5,25, 2, 10000
10, 2, 0, 3,15, 2, 10000
5, 2, 0, 5,12, 2, 10000
6, 2, 0, 3,11, 2, 10000
22, 2, 0, 2,26, 2, 10000
15, 2, 0, 8,25, 2, 10000
13, 2, 0, 3,18, 2, 10000
16, 2, 0, 11,29, 2, 10000
17, 2, 0, 7,26, 2, 10000
14, 2, 0, 8,24, 2, 10000
14, 2, 0, 6,22, 2, 10000
19, 2, 0, 2,23, 2, 10000
14, 2, 0, 6,22, 2, 10000
16, 2, 0, 7,25, 2, 10000
22, 2, 0, 7,31, 2, 10000
18, 2, 0, 7,27, 2, 10000
12, 2, 0, 1,15, 2, 10000
18, 2, 0, 7,27, 2, 10000
10, 2, 0, 5,17, 2, 10000
8, 2, 0, 4,14, 2, 10000
21, 2, 0, 4,27, 2, 10000
27, 2, 0, 8,37, 2, 10000
8, 2, 0, 2,12, 2, 10000
12, 2, 0, 9,23, 2, 10000
13, 2, 0, 2,17, 2, 10000
13, 2, 0, 6,21, 2, 10000
15, 2, 0, 8,25, 2, 10000
15, 2, 0, 5,22, 2, 10000
23, 2, 0, 2,27, 2, 10000
18, 2, 0, 4,24, 2, 10000
14, 2, 0, 5,21, 2, 10000
9, 2, 0, 5,16, 2, 10000
13, 2, 0, 4,19, 2, 10000
26, 2, 0, 6,34, 2, 10000
16, 2, 0, 3,21, 2, 10000
16, 2, 0, 7,25, 2, 10000
20, 2, 0, 5,27, 2, 10000
10, 2, 0, 5,17, 2, 10000
9, 2, 0, 1,12, 2, 10000
12, 2, 0, 5,19, 2, 10000
17, 2, 0, 3,22, 2, 10000
14, 2, 0, 6,22, 2, 10000
10, 2, 0, 6,18, 2, 10000
8, 2, 0, 5,15, 2, 10000
9, 2, 0, 3,14, 2, 10000
13, 2, 0, 8,23, 2, 10000
19, 2, 0, 7,28, 2, 10000
10, 2, 0, 8,20, 2, 10000
16, 2, 0, 4,22, 2, 10000
18, 2, 0, 6,26, 2, 10000
12, 2, 0, 4,18, 2, 10000
7, 2, 0, 6,15, 2, 10000
17, 2, 0, 3,22, 2, 10000
15, 2, 0, 6,23, 2, 10000
15, 2, 0, 3,20, 2, 10000
13, 2, 0, 1,16, 2, 10000
11, 2, 0, 4,17, 2, 10000
13, 2, 0, 5,20, 2, 10000
15, 2, 0, 4,21, 2, 10000
15, 2, 0, 6,23, 2, 10000
17, 2, 0, 0,19, 2, 10000
14, 2, 0, 5,21, 2, 10000
15, 2, 0, 7,24, 2, 10000
7, 2, 0, 7,16, 2, 10000
13, 2, 0, 0,15, 2, 10000
13, 2, 0, 3,18, 2, 10000
19, 2, 0, 7,28, 2, 10000
12, 2, 0, 2,16, 2, 10000
16, 2, 0, 3,21, 2, 10000
16, 2, 0, 9,27, 2, 10000
16, 2, 0, 7,25, 2, 10000
17, 2, 0, 4,23, 2, 10000
14, 2, 0, 3,19, 2, 10000
19, 2, 0, 8,29, 2, 10000
10, 2, 0, 8,20, 2, 10000
13, 2, 0, 4,19, 2, 10000
21, 2, 0, 7,30, 2, 10000
22, 2, 0, 6,30, 2, 10000
10, 2, 0, 5,17, 2, 10000
14, 2, 0, 7,23, 2, 10000
13, 2, 0, 8,23, 2, 10000
8, 2, 0, 1,11, 2, 10000
17, 2, 0, 5,24, 2, 10000
22, 2, 0, 3,27, 2, 10000
15, 2, 0, 4,21, 2, 10000
16, 2, 0, 5,23, 2, 10000
9, 2, 0, 2,13, 2, 10000
12, 2, 0, 5,19, 2, 10000
19, 2, 0, 4,25, 2, 10000
14, 2, 0, 5,21, 2, 10000
17, 2, 0, 3,22, 2, 10000
7, 2, 0, 3,12, 2, 10000
18, 2, 0, 4,24, 2, 10000
18, 2, 0, 4,24, 2, 10000
8, 2, 0, 2,12, 2, 10000
13, 2, 0, 1,16, 2, 10000
20, 2, 0, 10,32, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 5,23, 2, 10000
12, 2, 0, 7,21, 2, 10000
17, 2, 0, 4,23, 2, 10000
21, 2, 0, 5,28, 2, 10000
15, 2, 0, 7,24, 2, 10000
11, 2, 0, 5,18, 2, 10000
19, 2, 0, 5,26, 2, 10000
11, 2, 0, 4,17, 2, 10000
16, 2, 0, 5,23, 2, 10000
20, 2, 0, 6,28, 2, 10000
13, 2, 0, 6,21, 2, 10000
21, 2, 0, 4,27, 2, 10000
20, 2, 0, 9,31, 2, 10000
9, 2, 0, 5,16, 2, 10000
16, 2, 0, 8,26, 2, 10000
15, 2, 0, 5,22, 2, 10000
17, 2, 0, 2,21, 2, 10000
12, 2, 0, 3,17, 2, 10000
16, 2, 0, 7,25, 2, 10000
12, 2, 0, 4,18, 2, 10000
17, 2, 0, 3,22, 2, 10000
16, 2, 0, 4,22, 2, 10000
17, 2, 0, 5,24, 2, 10000
18, 2, 0, 5,25, 2, 10000
2, 2, 0, 3,7, 2, 10000
17, 2, 0, 2,21, 2, 10000
8, 2, 0, 3,13, 2, 10000
11, 2, 0, 5,18, 2, 10000
12, 2, 0, 4,18, 2, 10000
21, 2, 0, 4,27, 2, 10000
12, 2, 0, 2,16, 2, 10000
20, 2, 0, 5,27, 2, 10000
14, 2, 0, 6,22, 2, 10000
8, 2, 0, 8,18, 2, 10000
18, 2, 0, 4,24, 2, 10000
16, 2, 0, 7,25, 2, 10000
15, 2, 0, 9,26, 2, 10000
17, 2, 0, 4,23, 2, 10000
16, 2, 0, 2,20, 2, 10000
15, 2, 0, 6,23, 2, 10000
11, 2, 0, 3,16, 2, 10000
17, 2, 0, 4,23, 2, 10000
8, 2, 0, 2,12, 2, 10000
18, 2, 0, 6,26, 2, 10000
7, 2, 0, 6,15, 2, 10000
8, 2, 0, 9,19, 2, 10000
17, 2, 0, 3,22, 2, 10000
19, 2, 0, 4,25, 2, 10000
20, 2, 0, 4,26, 2, 10000
16, 2, 0, 2,20, 2, 10000
13, 2, 0, 7,22, 2, 10000
15, 2, 0, 1,18, 2, 10000
20, 2, 0, 3,25, 2, 10000
19, 2, 0, 8,29, 2, 10000
9, 2, 0, 4,15, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 7,25, 2, 10000
6, 2, 0, 10,18, 2, 10000
12, 2, 0, 3,17, 2, 10000
6, 2, 0, 2,10, 2, 10000
13, 2, 0, 4,19, 2, 10000
24, 2, 0, 6,32, 2, 10000
20, 2, 0, 6,28, 2, 10000
25, 2, 0, 5,32, 2, 10000
17, 2, 0, 6,25, 2, 10000
9, 2, 0, 3,14, 2, 10000
14, 2, 0, 7,23, 2, 10000
20, 2, 0, 2,24, 2, 10000
10, 2, 0, 3,15, 2, 10000
9, 2, 0, 3,14, 2, 10000
9, 2, 0, 6,17, 2, 10000
19, 2, 0, 5,26, 2, 10000
11, 2, 0, 6,19, 2, 10000
10, 2, 0, 6,18, 2, 10000
21, 2, 0, 4,27, 2, 10000
14, 2, 0, 6,22, 2, 10000
13, 2, 0, 5,20, 2, 10000
17, 2, 0, 9,28, 2, 10000
18, 2, 0, 12,32, 2, 10000
16, 2, 0, 2,20, 2, 10000
10, 2, 0, 5,17, 2, 10000
16, 2, 0, 3,21, 2, 10000
10, 2, 0, 3,15, 2, 10000
11, 2, 0, 5,18, 2, 10000
10, 2, 0, 5,17, 2, 10000
16, 2, 0, 7,25, 2, 10000
18, 2, 0, 7,27, 2, 10000
13, 2, 0, 7,22, 2, 10000
13, 2, 0, 4,19, 2, 10000
17, 2, 0, 1,20, 2, 10000
17, 2, 0, 4,23, 2, 10000
16, 2, 0, 3,21, 2, 10000
12, 2, 0, 4,18, 2, 10000
18, 2, 0, 3,23, 2, 10000
12, 2, 0, 2,16, 2, 10000
13, 2, 0, 2,17, 2, 10000
17, 2, 0, 4,23, 2, 10000
11, 2, 0, 9,22, 2, 10000
19, 2, 0, 7,28, 2, 10000
11, 2, 0, 2,15, 2, 10000
15, 2, 0, 3,20, 2, 10000
16, 2, 0, 2,20, 2, 10000
15, 2, 0, 3,20, 2, 10000
9, 2, 0, 5,16, 2, 10000
10, 2, 0, 3,15, 2, 10000
15, 2, 0, 4,21, 2, 10000
12, 2, 0, 3,17, 2, 10000
13, 2, 0, 2,17, 2, 10000
17, 2, 0, 6,25, 2, 10000
10, 2, 0, 4,16, 2, 10000
20, 2, 0, 11,33, 2, 10000
16, 2, 0, 4,22, 2, 10000
13, 2, 0, 6,21, 2, 10000
21, 2, 0, 5,28, 2, 10000
24, 2, 0, 4,30, 2, 10000
10, 2, 0, 6,18, 2, 10000
12, 2, 0, 2,16, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 5,16, 2, 10000
10, 2, 0, 3,15, 2, 10000
18, 2, 0, 6,26, 2, 10000
8, 2, 0, 0,10, 2, 10000
17, 2, 0, 1,20, 2, 10000
20, 2, 0, 2,24, 2, 10000
18, 2, 0, 4,24, 2, 10000
17, 2, 0, 3,22, 2, 10000
19, 2, 0, 4,25, 2, 10000
10, 2, 0, 4,16, 2, 10000
21, 2, 0, 8,31, 2, 10000
17, 2, 0, 2,21, 2, 10000
16, 2, 0, 3,21, 2, 10000
11, 2, 0, 2,15, 2, 10000
14, 2, 0, 3,19, 2, 10000
8, 2, 0, 3,13, 2, 10000
19, 2, 0, 2,23, 2, 10000
8, 2, 0, 5,15, 2, 10000
12, 2, 0, 6,20, 2, 10000
17, 2, 0, 1,20, 2, 10000
11, 2, 0, 5,18, 2, 10000
14, 2, 0, 3,19, 2, 10000
16, 2, 0, 4,22, 2, 10000
12, 2, 0, 2,16, 2, 10000
10, 2, 0, 5,17, 2, 10000
15, 2, 0, 5,22, 2, 10000
13, 2, 0, 4,19, 2, 10000
12, 2, 0, 5,19, 2, 10000
17, 2, 0, 3,22, 2, 10000
13, 2, 0, 7,22, 2, 10000
22, 2, 0, 2,26, 2, 10000
15, 2, 0, 6,23, 2, 10000
11, 2, 0, 1,14, 2, 10000
12, 2, 0, 1,15, 2, 10000
11, 2, 0, 8,21, 2, 10000
16, 2, 0, 3,21, 2, 10000
8, 2, 0, 4,14, 2, 10000
18, 2, 0, 1,21, 2, 10000
8, 2, 0, 3,13, 2, 10000
15, 2, 0, 3,20, 2, 10000
18, 2, 0, 6,26, 2, 10000
12, 2, 0, 2,16, 2, 10000
10, 2, 0, 6,18, 2, 10000
11, 2, 0, 4,17, 2, 10000
8, 2, 0, 6,16, 2, 10000
13, 2, 0, 6,21, 2, 10000
14, 2, 0, 4,20, 2, 10000
11, 2, 0, 3,16, 2, 10000
12, 2, 0, 2,16, 2, 10000
16, 2, 0, 3,21, 2, 10000
17, 2, 0, 3,22, 2, 10000
15, 2, 0, 8,25, 2, 10000
16, 2, 0, 5,23, 2, 10000
11, 2, 0, 3,16, 2, 10000
13, 2, 0, 5,20, 2, 10000
13, 2, 0, 2,17, 2, 10000
17, 2, 0, 8,27, 2, 10000
13, 2, 0, 3,18, 2, 10000
17, 2, 0, 2,21, 2, 10000
18, 2, 0, 6,26, 2, 10000
20, 2, 0, 6,28, 2, 10000
12, 2, 0, 5,19, 2, 10000
22, 2, 0, 4,28, 2, 10000
11, 2, 0, 10,23, 2, 10000
11, 2, 0, 4,17, 2, 10000
15, 2, 0, 2,19, 2, 10000
18, 2, 0, 3,23, 2, 10000
20, 2, 0, 3,25, 2, 10000
10, 2, 0, 5,17, 2, 10000
10, 2, 0, 5,17, 2, 10000
16, 2, 0, 5,23, 2, 10000
17, 2, 0, 3,22, 2, 10000
19, 2, 0, 3,24, 2, 10000
7, 2, 0, 5,14, 2, 10000
12, 2, 0, 2,16, 2, 10000
10, 2, 0, 2,14, 2, 10000
16, 2, 0, 1,19, 2, 10000
21, 2, 0, 4,27, 2, 10000
15, 2, 0, 6,23, 2, 10000
16, 2, 0, 1,19, 2, 10000
13, 2, 0, 1,16, 2, 10000
17, 2, 0, 4,23, 2, 10000
20, 2, 0, 5,27, 2, 10000
11, 2, 0, 3,16, 2, 10000
14, 2, 0, 7,23, 2, 10000
9, 2, 0, 4,15, 2, 10000
14, 2, 0, 7,23, 2, 10000
16, 2, 0, 4,22, 2, 10000
15, 2, 0, 3,20, 2, 10000
11, 2, 0, 1,14, 2, 10000
13, 2, 0, 7,22, 2, 10000
12, 2, 0, 4,18, 2, 10000
7, 2, 0, 8,17, 2, 10000
13, 2, 0, 2,17, 2, 10000
14, 2, 0, 3,19, 2, 10000
11, 2, 0, 4,17, 2, 10000
12, 2, 0, 5,19, 2, 10000
17, 2, 0, 6,25, 2, 10000
16, 2, 0, 3,21, 2, 10000
9, 2, 0, 3,14, 2, 10000
11, 2, 0, 5,18, 2, 10000
22, 2, 0, 5,29, 2, 10000
21, 2, 0, 3,26, 2, 10000
7, 2, 0, 2,11, 2, 10000
16, 2, 0, 6,24, 2, 10000
10, 2, 0, 5,17, 2, 10000
14, 2, 0, 6,22, 2, 10000
7, 2, 0, 2,11, 2, 10000
16, 2, 0, 5,23, 2, 10000
9, 2, 0, 3,14, 2, 10000
18, 2, 0, 4,24, 2, 10000
8, 2, 0, 5,15, 2, 10000
15, 2, 0, 2,19, 2, 10000
12, 2, 0, 5,19, 2, 10000
15, 2, 0, 7,24, 2, 10000
9, 2, 0, 4,15, 2, 10000
11, 2, 0, 3,16, 2, 10000
12, 2, 0, 6,20, 2, 10000
14, 2, 0, 6,22, 2, 10000
11, 2, 0, 3,16, 2, 10000
8, 2, 0, 2,12, 2, 10000
17, 2, 0, 5,24, 2, 10000
12, 2, 0, 5,19, 2, 10000
18, 2, 0, 5,25, 2, 10000
14, 2, 0, 0,16, 2, 10000
11, 2, 0, 5,18, 2, 10000
8, 2, 0, 2,12, 2, 10000
9, 2, 0, 6,17, 2, 10000
13, 2, 0, 0,15, 2, 10000
8, 2, 0, 3,13, 2, 10000
11, 2, 0, 2,15, 2, 10000
19, 2, 0, 5,26, 2, 10000
11, 2, 0, 3,16, 2, 10000
